2. Ogretim Final Notlar

1	1122705016			5
2	1122706036			15
3	1222705005			12
4	1222705011			18
5	1222705020			
6	1322705013			16
7	1322705021			45
8	1322705029			18
9	1322705040			6
10	1322705044			25
11	1322705047			41
12	1322705052			
13	1422705003			8
14	1422705013			25
15	1422705017			
16	1422705030			6
17	1422705039			13
18	1422705040			10
19	1422705041			19
20	1422705044			40
21	1422705047			5
22	1422705051			
23	1422705052			97
24	1422705055			16
25	1422705058			83
26	1422706004			10
27	1422706006			41
28	1422706007			13
29	1422706009			46
30	1422706011			
31	1422706012			1
32	1422706013			5
33	1422706016			52
34	1422706017			15
35	1422706018			45
36	1422706019			21
37	1422706020			28
38	1422706021			35
39	1422706023			
40	1522705004			8
41	1522705008			27
42	1522705017			72
43	1522705018			90
44	1522705026			
45	1522705028			36
46	1522705031			23
47	1522705035			81
48	1522705039			36
49	1522705043			85
50	1522705056			7
51	1522705320			71
